 0.0000  0.0000
-0.1040 -0.0442
 0.1791  0.2354
 0.0185  0.0160
 0.1099  0.1172
 0.1588  0.0759
-0.0503  0.0176
 0.0000  0.0000
 0.0187 -0.0871
 0.0212 -0.2693
-0.1024 -0.0682
 0.0202  0.0962
-0.1192 -0.2433
-0.0827  0.0712
 0.0000  0.0000
-0.1010  0.0200
 0.0582 -0.0236
-0.0506  0.1643
 0.1120 -0.0808
-0.0855 -0.0361
-0.0387  0.0277
-0.1292  0.1020
-0.0288  0.0383
-0.1145  0.0201
-0.0549  0.1554
 0.0000  0.0000
-0.1010  0.0200
-0.0387  0.0277
-0.0781  0.0601
 0.0032  0.0864
-0.0389 -0.1104
-0.1008  0.1365
 0.0849 -0.0182
-0.0579 -0.1104
-0.0241 -0.0249
 0.0880 -0.0093
 0.0119 -0.1264
 0.0456  0.0588
 0.0000  0.0000
-0.0387  0.0277
-0.0781  0.0601
 0.0882  0.0158
 0.1304 -0.0348
 0.1580 -0.0424
 0.0367 -0.0376
-0.1407  0.0112
 0.0497  0.0338
 0.0132  0.0065
-0.0455 -0.0731
 0.0000  0.0000
-0.0387  0.0277
 0.0367 -0.0376
-0.0523  0.0369
 0.0748  0.1077
 0.0344  0.0562
-0.0140 -0.0565
 0.0367 -0.0942
-0.1055  0.1308
-0.0966 -0.1132
-0.0459 -0.0456
 0.0655 -0.0433
 0.0708 -0.1903
 0.0000  0.0000
-0.0387  0.0277
 0.0367 -0.0376
-0.0523  0.0369
 0.0748  0.1077
 0.0292 -0.0328
-0.1532  0.0213
-0.1664 -0.0087
-0.0646 -0.0420
-0.0633  0.0695
 0.1508  0.0451
-0.1299  0.0871
 0.0462  0.0498
-0.0331  0.0041
-0.1153  0.0017
 0.0333  0.0854
 0.1375 -0.1184
 0.0327  0.0731
-0.0515  0.0669
 0.0000  0.0000
 0.0367 -0.0376
-0.0523  0.0369
 0.0292 -0.0328
 0.0446 -0.0398
-0.0851  0.0292
 0.0241  0.0368
-0.0399 -0.0177
 0.0394  0.1272
-0.1070 -0.0461
-0.0481  0.1355
 0.0085 -0.0398
-0.1113 -0.0183
-0.0402 -0.0402
-0.0361 -0.1031
 0.0000  0.0000
 0.0367 -0.0376
 0.0292 -0.0328
 0.0241  0.0368
-0.0589  0.1814
 0.0787  0.1267
-0.0375 -0.0975
 0.2041  0.0747
 0.0726 -0.0011
 0.1693 -0.0830
 0.0309 -0.0796
 0.0105 -0.0752
-0.0068 -0.0573
-0.1061  0.0137
-0.0173 -0.0942
 0.0000  0.0000
 0.0292 -0.0328
 0.0241  0.0368
-0.0426 -0.0256
-0.0630 -0.0196
-0.0866  0.1475
 0.1445  0.1582
 0.0807 -0.0577
-0.0657 -0.1738
-0.0016 -0.0171
-0.2177  0.0381
-0.1248  0.0572
 0.0233 -0.0364
